text input,category
I will have to find a new job if I ruin my relationship with the boss.,thought
She's uninterested in being a friend because she gave no room to hang out in the future in her excuse.,thought
She doesn't like me else she would have signaled an alternative.,thought
"I'm not sure why she doesn't like me, and the friendliness is unrequited.",thought
"I would think it's probably my fault, some trait I need to work on that's a turn off to potential friends.",thought
Applying for jobs is more of a struggle than actually working a job.,thought
I hope it's just the economy and not something to do with me with why this is such a struggle.,thought
If it's a personal problem then I'm not going to get sincere feedback from the hirers.,thought
Without feedback It'll be a struggle to guess how do whats correct in order to get a job.,thought
I'll be unemployed for awhile unless I lower my standards and accept a low quality job.,thought
That person probably just has different taste in conversation or a specific objective on their mind that I'm intruding on.,thought
"He's a nice guy, but I don't want to be friends with him any more as he's putting no effort into not being completely boring.",thought
"I want to explain to him he's absolutely a snorefest, but that would be a painful conversation and he might not take it right.",thought
"This would open up pandoras box, into back and forth criticizing that might end the relationship itself.",thought
To avoid that I would say nothing and the relationship would stagnate in misery.,thought
I am always going to be fat,thought
I would never look pretty,thought
I would never be able to wear nice clothes,thought
I would not go outside,thought
I would hate myself,thought
I want to be less busy to spend time with people,thought
I will never get to socialize,thought
I will be alone,thought
It will trigger my depression,thought
I will have to go to therapy more,thought
I do not have the skills that others have,thought
I am underqualified,thought
I am not good enough,thought
I won't be able to pay my bills,thought
I will have to borrow money,thought
I will feel too dependent on others and ashamed,thought
She left because we never communicated,thought
She won't want to talk about fixing things,thought
We will get divorced,thought
I won't see the kids anymore,thought
I will be all alone,thought
I was not a good enough sister,thought
I am not a good person,thought
I wouldn't be fulfilling the purpose of my own life,thought
I would hate my existence ,thought
Don't bother me on my lunch break about work.,thought
"There's a time and place for work discussion, during my lunch isn't one of them.",thought
I have a lot to write but can't think of anything.,thought
Having the ideas in your head about what to say but not being able to put them to paper is frustrating.,thought
Don't be mad about it if I ask you to postpone your visit I have time constraints to.,thought
"Because I also have a life and things that I need to take care of, and potentially can't always cater to someone elses schedule not lining up with mine.",thought
"You couldn't tell me to my face, you had to write a letter and leave while I was gone?",thought
I feel if a relationship got to the point of living together the connection would be strong enough that couples could atleast talk to each other about problems.,thought
Why would you wait until the last minute to ask me this.,thought
"Because I was there all day and could have easily started on this task earlier in the day, but he waited until almost the end of the day to ask me if I could stay longer to do it.",thought
I miss out on a personal engagement due to my boss's incompetence,thought
It's hard for me to lose weight easily,thought
I need to eat less and work harder,thought
I'm tired of rejection,thought
I'm not qualified enough,thought
I need more experience,thought
I don't want to be alone,thought
I'm not good enough to keep a man,thought
I can't make anyone happy,thought
I need counseling,thought
I'm not comfortable talking to people I don't know,thought
I need to socialize more and not focus on trying to talk to just the host,thought
My job is worthless,thought
I need a career change ,thought
My hard work of 15 years was unimportant,thought
I'm embarrassed he might think I am being lazy.,thought
If he thinks I am being lazy he might reprimand me.,thought
"If he reprimands me, I might lose my job.",thought
I think my co-worker might not like me.,thought
It would bother me to find out that I am not liked.,thought
It would make the working environment awkward to know someone doesn't like me.,thought
I think they might be overreacting. ,thought
They might be trying to get attention by overreacting this way.,thought
They think maybe I would change my mind by acting this way.,thought
They are being manipulative to get me to change my plans.,thought
I was bad at this job and failed at it.,thought
"I was unable to learn and perform this job properly, it would be scary for future jobs.",thought
"It would mean for other jobs, I would be more prone to fail.",thought
It was unfair that I was the one to get in trouble for defending a weaker person.,thought
It means that other people can do despicable things and not be accountable.,thought
"If I was victim to an act from someone else at work, my bosses would not care.",thought
My coworker said no to hanging out because she doesn't like me.,thought
It means the relationship doesn't exist.,thought
Means I'm not worth knowing in real life.,thought
I'm a loser.,thought
Gave me a chance and took it away just like that.,thought
I wasted my time at a job I didn't need.,thought
I'm not a great worker.,thought
Everyone is telling me no and refuses to say they just didn't want to hire me.,thought
I'm not worth hiring.,thought
Because I'm not hireable.,thought
The only person I know ditched me.,thought
They aren't my friend.,thought
I was played.,thought
I have no friends.,thought
She didn't talk to me and just did it.,thought
I have a short fuse.,thought
I get angry easily over small things.,thought
it's common to fluctuate a couple of pounds when on a diet.,thought
it wouldn't mean anything. it's normal to fluctuate a couple of pounds week to week. ,thought
i would keep an eye on the weight as time passes.,thought
i can't even take care of my own family,thought
it says i'm a pathetic individual,thought
it means i am not capable of taking care of my family,thought
it means i shouldn't raise my own family,thought
i should take care of my current family before even thinking of raising my own,thought
it says i need to learn to manage my time better,thought
i'm never gonna get a job. ,thought
because it makes me feel worthless,thought
because it will be difficult for me to find a job,thought
because i won't have any money to pay bills,thought
then i will be homeless.,thought
it will be the end of me if that happens,thought
i have no idea what i have done that is so wrong,thought
It means I am so clueless i can't even figure out how to please a woman,thought
it means i'm not capable of being a desirable man,thought
it says i should just be alone,thought
i would be devastated but will eventually be ok ,thought
i would be alone just as i am right now. ,thought
it says i'm not meant to find anyone.,thought
i would probably die alone. ,thought
maybe she doesn't like me anymore.,thought
i guess she won't be the last one who doesn't like me,thought
there has been many people who stopped being friends with me ,thought
maybe i'm not a very good person,thought
maybe i'm a bad friend,thought
i hardly ever spend any time with them,thought
it says i'm a loner.,thought
i prefer to be a loner,thought
i'm probably gonna be a loner for the rest of my life. ,thought
i'll probably die alone. ,thought
so do many other people. i guess it means i am ready to accept that fate,thought
id feel inadequate,thought
It would mean i was not able to learn a new skill in time to keep a job,thought
that i was not smart enough to learn a new skill ,thought
im a loser,thought
I would be irritated I could not land a job,thought
Then i couldnt take care of my family,thought
my fiance might leave me,thought
the thought of not having my partner anymore is not a reality i want to live in,thought
Id be depressed and desperate to get her back,thought
trying to get her back may push her further,thought
her being gone makes me enter a depression,thought
depression makes me think id be better off dead,thought
Because i was letting her down and she felt pressured by my actions,thought
She could want to leave and find a partner that made more money,thought
Maybe he doesnt like me,thought
maybe im not likeable,thought
i have a skewed vision of what my friendliness comes off like,thought
"I have something I need to get done, so I am going to buckle down and get it done!",thought
I would be annoyed that I couldn't get my thoughts together and get my work done.,thought
It would say that I am incompetent.  It would mean that I was unfocused.,thought
I would feel mad that I even decided to go.  I knew I wouldn't know anyone and now I look like a moron alone.,thought
It would say I am an introvert that doesn't know how to socialize.,thought
I'm angry because I hate when people don't consult others before starting something.,thought
It says that I don't like plans changing without me knowing.,thought
The worst that could happen is now we have to waste time with three showers instead of just one.,thought
"I would be embarrassed and embarrassment always makes me sad, whether it's me being embarrassed or someone else doing something embarrassing.  ",thought
It would say that I'm forgettable. ,thought
It would be that I'm not worth much.,thought
It would say that I look stupid.,thought
I know it's a stressful job to complete.,thought
it would mean I was taking my job for granted.,thought
I have been very busy lately and had little time for loved ones.,thought
it would mean I don't really care about my family.,thought
i'm not good enough,thought
it would mean all my years of preparation hadn't been enough.,thought
i have been quite lazy,thought
he took me for granted!,thought
I am not imposing enough.,thought
I appeared to be too soft.,thought
i'm embarrassed.,thought
i'm unimportant to him ,thought
annoying,non-thought
It would bother me to be reminded of the work if I'm taking a break from it.,thought
"because when wanting to de-stress a bit, they remind me of what I'm trying to forget for a few minutes.",thought
I think it would make me a little less efficient at work.,thought
rejection,thought
I would feel rejected and sorry for the offer that I could not accept.,thought
I would think about what I am meddling with in his life and that I should not have asked him for such a thing.,thought
disappointed,non-thought
"I would feel bad for myself, knowing that my efforts were in vain.",thought
I think it would be a bad way to continue with the diet again.,thought
because in this way I would not know what else to do to do well what went wrong.,thought
sadness,non-thought
I do not like to make people I want feel bad,thought
this is why it makes me feel a bad person with those people who only want a good for me,thought
disagreement.,non-thought
because I could not make my partner agree that my option is better.,thought
that the project be dissolved by this discussion.,thought
the profit and the profits for both us and the company are too great to lose the option.,thought
I'm not interesting enough to want to do something with,thought
It would mean that people think I'm boring,thought
It would mean that people won't want to hang out with me,thought
I would be lonely and isolated,thought
I'm not capable of losing weight,thought
That I will get fat,thought
That I will be undesirable to others,thought
I will end up alone,thought
I'm not an intelligent person,thought
That I will not be successful,thought
That I will not finish school and be a failure,thought
I'm not an interesting person to talk to,thought
That I am a boring person with nothing to say,thought
That I would alienate others and be alone,thought
There will never be enough time to get everything done,thought
Because it means more time I have to spend doing things,thought
Because I don't have time to relax,thought
That my other responsibilities in life will not get done to the best of my ability,thought
That I will end up a failure,thought
I'll never finish this paper in time.,thought
I will get a bad grade on the paper,thought
i will fail the class,thought
I could fail out of school,thought
I'll never get a good job,thought
i'll be poor,thought
I failed at doing my job,thought
I might not be able to find another job,thought
I might not be able to pay my bills or rent,thought
I not have a place to live.,thought
these people don't like me.,thought
people don't accept me for who i am,thought
I will have trouble fitting in,thought
i would have trouble meeting new people and making friends,thought
I would not have many friends,thought
i would be lonely ,thought
i could get depressed,thought
He is avoiding me,thought
He is mad at me about something,thought
he wont want to hang out anymore,thought
i loose him as a friend,thought
Other friends in our group will get mad,thought
I loose more friends from that group,thought
He is mad at me,thought
I may have done something to offend him,thought
others may be mad at me and i'm not aware,thought
I could loose friends or acquaintances.,thought
I could get lonely and depressed,thought
I'm never going to get this finished,thought
I will have to rush to get it done and not put out a good product,thought
I won't get to say what I really want to ,thought
I will be putting out poor quality work that is below my standards,thought
My supervisor/professor will be disappointed in me,thought
I will be disappointed in myself for failing them,thought
I'm not good enough for any job.,thought
I'm never going to find a good job that I want.,thought
I'll be stuck in a terrible job or unemployed forever.,thought
It will cause me to spiral into depression,thought
I will question everything about myself and wonder if I'm good at anything,thought
It will take away my self worth,thought
I will stop trying in life and give up,thought
What did I do wrong to make him leave?,thought
He must have been really upset to tell me not to talk him out of it,thought
I don't know what I did wrong in the relationship,thought
I won't ever get closure on what happened,thought
I won't know if I really messed things up or if he was just cheating,thought
I won't know whether I should blame myself or not,thought
I will spiral into a depression either way,thought
It would be better to know if I drove a man away before the next relationship though,thought
This guy must think I suck for some reason and everyone else will too,thought
I would be too scared to talk to anyone else at the party,thought
I would look like a weirdo sitting by myself not talking to anyone,thought
"The more I look like a weirdo loner, the more people won't talk to me",thought
I don't want to come across in a bad way to my friend's friends,thought
My friend wouldn't invite me places anymore,thought
I would lose all my friends,thought
I would be sad and lonely,thought
I'm working on this as fast as I possibly can,thought
People at work might think I have a poor work ethic,thought
I might not be working fast enough for their standards,thought
They might get rid of me,thought
I would lose my job,thought
I would be broke and not be able to pay my bills,thought
My house would go into foreclosure and all my stuff would get cut off,thought
I would be homeless,thought
I would be living on the streets,thought
Not able to write even two sentences in two hours,thought
I am not competent,thought
my family members were hurt,thought
i did not care,thought
missing to get the job opportunity,thought
I am not lucky to get a job,thought
My friends did not turn up for my birthday party,thought
My friends did not care for me,thought
not being waved back,non-thought
i am not liked,thought
No one wants to be my friend.,thought
I'll be lonely forever.,thought
I'll never lose weight.,thought
It would mean I'm going to be unhealthy and unattractive forever.,thought
People won't like me.,thought
I'm not going to finish this in time.,thought
I'm going to get a bad grade.,thought
I'm not very smart.,thought
My friend doesn't like me anymore.,thought
I'm going to miss him and be lonely.,thought
No one cares about me.,thought
My acquaintance doesn't like me.,thought
Other people don't like me either.,thought
I won't have any friends.,thought
The feeling of being pressured by my boss.,thought
I would feel less competent (Not efficient).,thought
The thought that I am not capable to write a well-written essay.,thought
I could be reprimanded by my boss. And possibly I could lose my job.,thought
"I would be thinking that he does not love me anymore, and possibly that he is seeing someone else.",thought
I would feel that there is something wrong with me that made him leave our house.,thought
The thought that he does not care about me anymore.,thought
I would feel that my husband is starting not to care about me. I would feel unloved. ,thought
I would feel disappointed at this particular person because she was very unfriendly.,thought
It is a matter of politeness and education to say hi if a person is saying hi. If you make eye contact with a person then the least that you expect is a little interest in waving their hand. I would not say hi again to this person. It was simply disrespectful and mean.,thought
I may not finish this essay on time.,thought
I would not get credit for the assignment.,thought
I could fail the class.,thought
I could fail out of school,thought
I would not be eligible for certain high paying jobs,thought
I would not be able to pursue the life that I have planned for myself.,thought
I could damage my relationship with my family,thought
I could lose a much needed support line,thought
I need the job to pay my bills.,thought
Bills would go unpaid,thought
I could lose my house and ruin my credit.,thought
I could become homeless,thought
My coworkers are making fun of me now,thought
I could lose the respect of my coworkers ,thought
I pride myself on my image at work,thought
Did I do something to make this person not like me,thought
Other acquaintances at work may feel the same way about me.,thought
I felt rejected,thought
i am not a likeable person,thought
I don't have good qualities.,thought
I am not worthy,thought
I am not working hard enough.,thought
i am screwing up,thought
I didn't try hard enough,thought
i don't have the willpower,thought
I will never lose weight.,thought
I am not working hard enough.,thought
I will fail the essay,thought
i will fail the class.,thought
i will fail school,thought
i won't get a good job,thought
i will end up being poor.,thought
I won't get paid,thought
I won't have enough money to pay bills.,thought
I won't be able to buy things I need.,thought
I won't be able to feed myself.,thought
i will starve today,thought
Worried they don't feel the same way.,thought
they don't like me,thought
i don't have good qualities.,thought
I am not worthy of their time.,thought
i am a boring person,thought
I did not lose weight even after putting effort into it. ,thought
It would say that I was not able to lose weight. ,thought
I could not do everything that I put my mind to. ,thought
I am not going to be able to get a job that I want. ,thought
I would not be able to live the life I want to. ,thought
I would not be able to produce work that I am proud of.,thought
I would feel like my life was full of wasted opportunities. ,thought
I am not very good at conversing with people I don't know. ,thought
I will have a hard time making and maintaining friendships.,thought
I would have a difficult time finding a partner that I wanted to be with. ,thought
"I love deeply, and feel like loving someone and having a family are important to me. ",thought
I am not the kind of person that she would like to go out with.,thought
I am not a desirable person. ,thought
I won't find a partner that I am excited to be with. ,thought
I will have to be content with living alone for the rest of my life. ,thought
I would not be able to give of myself fully to another person. ,thought
It would suggest that I am worthless. ,thought
The other person did not see me. ,thought
It would not upset me.,thought
He is being overly critical.,thought
"He knows I get things done on time, so it feels unnecessary. ",thought
It feels like he does not have full confidence in my ability.,thought
It would mean he does not value my input.,thought
I am a failure.,thought
"I would feel like even with my best effort, I cannot accomplish my goals.",thought
It would mean i am not able to do things as efficiently as others.,thought
It would make me feel less of myself compared to others.,thought
Why did she not even tell me beforehand?,thought
It would bother me that she didn't even feel like we could work it out.,thought
"It says we have possibly been having problems already. Maybe it was doomed to fail, but the lack of communication is very troubling.",thought
Why can't I be as social as others?,thought
It says that maybe I am an outsider compared to my peers.,thought
It would make me feel isolated and alone.,thought
It would make me feel upset knowing I can't connect with others.,thought
Why are my friends treating me so harshly?,thought
Losing my connection with friends makes me feel alone.,thought
The worst scenario would be they stop speaking to me because of a misunderstanding. This would mean I would have to find new friends. This idea really upsets me.,thought
I don't need a reminder to do my work.,thought
My boss is overly anxious about my work,thought
My boss is unreasonable,thought
Why doesn't my buddy want to hang out with me?  ,thought
I'm not that important to my buddy,thought
I'm like my friend more than they like me back,thought
This friendship is out of balance.,thought
That's not fair.,thought
I can't think,thought
I'm stuck.,thought
The situation is out of my control.,thought
I can't complete and deliver the writing project I'm working on.  ,thought
She doesn't love me any more,thought
It says that I did something wrong.,thought
I never get it right.,thought
Something's wrong with me.,thought
"If something's wrong with me, then no one will want me.",thought
My ex girlfriend didn't want to have a baby with me.,thought
There's something wrong with me.,thought
No one will ever want me and I'll be alone,thought
My boss reminds me of some work that I must complete today,thought
I might have to work overtime this evening to complete my work,thought
My spouse might become upset with me if I have to work overtime tonight,thought
My spouse might want to get a divorce because she feels that I am more committed to work than to her,thought
I might end up lonely and by myself with no one to care for me,thought
She says that she is too busy to be able to go out with me,thought
She might not like me as much as I like her,thought
I might have been misreading her interest in me during our friendly work conversations,thought
She might think that I'm a loser and has no interest in me as a romantic partner,thought
Other women might also think that I'm a loser and want no interest in me as a romantic partner,thought
I might end up lonely and by myself with no one to show any interest in me,thought
I weighed myself after a week on the current diet and I gained one pound.,thought
I am unable to lose weight even on a diet,thought
I will continue to gain weight for the rest of my life,thought
I will be thought of as a fat and overweight person,thought
I will lose friends and opportunities because people perceive me as fat and overweight,thought
My spouse sent a text message back that she was upset that she found out about this business trip at the same time as my parents,thought
My spouse carries her anger over into the rest of our interactions that day,thought
My spouse uses this as an example of my failings as a partner,thought
My spouse decides that she can no longer tolerate this situation and decides that she wants a divorce.,thought
I end up with a very expensive and sad divorce that impacts my children and our retirement planning,thought
My acquaintance didn't acknowledge or respond to me after I waved to him,thought
My acquaintance might be upset with me for some reason,thought
I might have offended my acquaintance in our previous interaction,thought
This acquaintance may no longer want to have a relationship with me,thought
I would feel sad and lonely that I have lost the relationship with this individual,thought
I would question if I am an offensive person in general and do I risk offending my other acquaintances as well,thought
Maybe they are making excuses.,thought
That they don't think the same way about me.,thought
Perhaps I am not good enough in their eyes.,thought
I am failing at my goal.,thought
I am not trying hard enough or am a failure.,thought
it would make me feel like I was not able to accomplish my goals.,thought
I think it is taking too long.,thought
I am running out of time.,thought
I am in danger of not having it completed.,thought
I might get a bad grade on the essay.,thought
My overall grade in class would be effected.,thought
I just don't have the time,thought
that i may continue to not have time,thought
that my family might distance themselves.,thought
that we may quit speaking all together,thought
That this is going to continue to be a problem,thought
because it would leave me responsible for the bill,thought
It is not my responsibility,thought
That she is an adult and should handle it.,thought
Why cant mt boss respect my free time,thought
I know what I have to do. My boss already reminded me. This reminder is annoying,thought
Wasting my time and effort,thought
That im not good enough. I should not try enough because ill just fail,thought
I feel bad that im letting my family down who really wanted to see me.,thought
I dont see them often. This is important to them and Im canceling it,thought
"When I found out they are upset, that hurt me as well the way i treated them",thought
I get upset when people cant keep there promises. The plans he made were not that critical. Why put me in a tough bind,thought
I felt he doesnt care about my feeling and wants to treat me bad for no reason,thought
Did this person have to be rude. Was it that hard to wave back,thought
I was trying to be friendly and this person was so lazy they could not simply wave back,thought
I feel like I have forgotten something.,thought
my boss might fire me.,thought
I will not be able to find another job.,thought
I will become homeless.,thought
she doesn't like me,thought
she doesn't want to be my friend.,thought
I will feel excluded.,thought
I don't feel part of the group.,thought
I feel exhausted and anxious,thought
I feel inadequate I cannot get started on task.,thought
I may not be able to pass this class.,thought
I may not be able to graduate.,thought
I may not be able to get a job.,thought
awful,non-thought
I feel awful that I am not part of a group in the party. I feel not cool enough.,thought
I will not be invited at any party,thought
I will not have friends.,thought
I am not interesting,thought
I don't have any good thing about me.,thought
I will not have friends,thought
I will feel lonely,thought
I feel excluded at events.,thought
I will miss many events.,thought
I will miss out so much in life.,thought
I always get my work done without any reminders. ,thought
I would be annoyed that my boss would even consider that they had to remind me that I needed to finish some work up.,thought
I am a hard worker and I never miss deadlines and don't need reminders. ,thought
I would be annoyed that my boss did not have faith in me. ,thought
I must not be very likeable.,thought
I want people to like me and it would bother me if people did not want to spend time with me and be my friend. ,thought
I want to have friends and socialize. ,thought
If I did not have friends I would be lonely. ,thought
I would be sad because I like to be around people. ,thought
I'm not good enough for this job.,thought
I would feel like a failure for getting fired and be upset that I could not do what was expected of me. ,thought
I have no job and am worried about finding one I can do well. ,thought
I would feel inadequate and worried about getting another job.,thought
Because I would need a job to support myself. ,thought
There was no indication this was going to happen.,thought
My spouse should have talked to me if he thought there was a big enough problem to leave. ,thought
If we talked maybe we could have saved our marriage.,thought
I feel like we should have worked on this problem and I was not given a chance. ,thought
I feel like we gave up too easy. ,thought
I don't understand why he can't see that he overreacted.,thought
I feel like he can not see things from my point of view. ,thought
He does not understand me.,thought
We may have more problems in our relationship.,thought
We could continue to argue or even get a divorce. ,thought
They don't want to hang out with me.,thought
I'm not an interesting person.,thought
I'm boring and won't make any new friends.,thought
I'm going to end up lonely when I get older.,thought
I lack the self-control to diet.,thought
"I can't follow through on things, even if they are important.",thought
"Adults should be able to set goals and follow through with them, especially if they are important ones like your health.",thought
I'm failing at being an adult and failing at maintaining my health.,thought
"I'm going to end up sickly (diabetes, heart disease, etc).",thought
There's nothing stopping me from getting this done except me.,thought
My brain is useless sometimes.,thought
I can't get things done even if I want to.,thought
I'm not being a good family member by not allowing them to visit.,thought
It says that I'm selfish and that I put other things over seeing my family.,thought
I don't prioritize maintaining family relationships. I'm bad at it.,thought
I'm going to end up lonely because I don't make an effort in my relationships.,thought
I forgot something important. Again. My boss is going to kill me.,thought
They're going to g.et tired of me forgetting things and fire me one day.,thought
I won't be able to get a new job and end up homeless.,thought
I probably gained a pound of muscle since I've been lifting weights really seriously. ,thought
I wont be able to finish the essay,thought
I will get an F for the assignment. ,thought
I will fail the class,thought
I will not get my degree,thought
I will be unable to succeed in life and very ashamed,thought
I will be homeless,thought
I will suffer horribly and die. ,thought
we won't be together anymore. ,thought
"No, I saw this coming and have been wanting to leave myself for a while. I wasn't sure how so this is helpful. ",thought
I get to keep to myself. ,thought
I'm not smart enough to succeed at mturk,thought
It would mean that I'm incapable at succeeding in even a simple job. ,thought
I would have failed at my last chance to bring in some sort of income. ,thought
I have no hope of ever making an income. ,thought
I will never be able to support myself. ,thought
I will never be free to make my own decisions. ,thought
I will always have to do what others want. ,thought
I will be sad forever. ,thought
I'll die a failure,thought
"I would think why is he telling me this, I know I have work to do. ",thought
"It would feel like he's stating the obvious.  I know that I have work to do, but we all get to have breaks every now and then. ",thought
I wish I could see them but it's just not possible. ,thought
"I would be sad not being able to see my family, and I would also be sad that they were upset by the last minute cancellation. ",thought
"I would feel like a failure because I had been fired, regardless of the reasoning behind it. ",thought
It would mean that I didn't have what it took. I didn't work hard enough to accomplish the quota goals. That is not speaking well of my work ethic and ability to catch on to the job and tasks at hand. ,thought
"I'm busy doing something else, it's not like I haven't tried to get to that chore!",thought
"It's like she didn't understand that I was busy doing something else, it wasn't like I was just lying around doing nothing. ",thought
It would make me be very selfish and not understanding towards my wife. ,thought
Why did he not wave back?,thought
"It would be upsetting, just trying to say hi.  Then I would think to myself \why didn't he wave back? Does he not like me? Maybe I shouldn't have waved\\. \""""",thought
This is my break why are you talking about work stuff?,thought
It means that this is my time don't use it your way. It says that I am well aware of boundaries between my personal needs and work,thought
What a liar,thought
It means they are not actually that interested in hanging out with me and it would reflect on how I might see myself. ,thought
This is not fair I was totally the best applicant,thought
It means I was super confident in how the interview went and it shows my confidence ,thought
I seems they never really wanted to work this out.,thought
"It means it is time to move on because they were never really invested in the first place. It could reflect poorly on my emotional availability, but this is speculative.",thought
You hardly communicate what you need at all. How am I supposed to help?,thought
"It means there is a rift between the leadership on the team, and that I am not really trusted.",thought
I'm not attractive enough.,thought
I won't be able to find a significant other.,thought
I will never be able to have children.,thought
I worked so hard to lose weight but it didn't work.,thought
I will never be healthy.,thought
I won't live a long life.,thought
I will die alone.,thought
I wont be able to finish this essay.,thought
I will fail my class.,thought
I will get kicked out of school.,thought
I won't be able to find a good job.,thought
I will end up working a dead end job.,thought
They never loved me.,thought
I got used.,thought
We won't be able to find the store before it closes.,thought
We wont be able to buy what we drove all this way to buy.,thought
We might run out of gas.,thought
I feel like he's micromanaging me.,thought
It means work dynamics can get irritating.,thought
It means I could get to enjoy my work less.,thought
It means I could start being unhappy at work.,thought
I could start thinking of finding another job.,thought
Finding another job is a lot of work and means a lot of uncertainty.,thought
I could have to put some personal projects on the back burner due to that uncertainty.,thought
I'm not that attractive.,thought
It would mean my chances of attracting interesting potential partners is not very high.,thought
I could be single for a long time.,thought
I would feel emotionally lonely.,thought
It's going to be hard to find another job.,thought
I might end up without the necessary funds to pay the bills.,thought
"I might end up bankrupt, or homeless.",thought
I will miss him so much.,thought
I would feel lonely and heartbroken.,thought
My life would feel empty and I'd feel like I failed at one of the most important things in my life.,thought
It means I would need to face the future and learn how to do things differently.,thought
It wold be a lot of work and I would feel unsure I can do it.,thought
I'm afraid she's going to die soon.,thought
My father died a few years ago and it was pretty heart wrenching and horrible and the thought of losing another loved one is very distressing.,thought
"Well, the worst would be for her to die and me to face the emptiness of a life without her.",thought
That my boss thought I was being a slacker,thought
Feel like my boss thinks I'm not doing my job and slacking off because I'm taking a quick break.,thought
Eager to get to know them outside of work but they will not let me. ,thought
I sense a possible new friend but it is out of reach.,thought
The fact I don't see them often and didn't make arrangements to facilitate their visit. ,thought
Yes.  I would have guilt because I only see them twice a year on average and they rarely come see me.  ,thought
Feel like I'm not good enough,thought
I'd feel like I wasn't a good employee and not desired by others.  ,thought
That I wasn't valued as much as the other person. ,thought
It'd mean I wasn't as good as them.  I am competitive and want to be the best. ,thought
My boss thinks little of me and my abilities to lead.  ,thought
Not being able to succedd. Not being successful,thought
I will keep trying to work out ,thought
I feel incompetent. I would feel like a nobody. Not important,thought
How people view me. My socioeconomic status. ,thought
I would be alone. ,thought
I would be lonely and not happy. I would be depressed. It means no love.,thought
"It says i weak. Im dependent, but im not.",thought
He is being a punk. He is not cooperative,thought
I am aware of the people around me,thought
It locked me out and I couldn't work on mturk.,thought
It means I can't pay my bills. I was struggling,thought
I worked hard to stick to the diet.,thought
I am not motivated enough.,thought
I am a lazy person.,thought
I don't care about myself enough.,thought
I don't really want to change.,thought
I am not going to get this done on time.,thought
My essay would be late.,thought
I would get a bad grade.,thought
It would ruin my gpa.,thought
I wouldn't be able to stay in my program.,thought
I would have to take classes over.,thought
I wouldn't graduate on time.,thought
I would be in school longer.,thought
I would have to pay more money.,thought
I would be more in debt.,thought
It would take longer to pay off.,thought
I don't have the time to devote to them.,thought
I put other things before my family.,thought
My family is not important to me.,thought
They do so much for me.,thought
I wasn't good enough.,thought
There is something wrong with me.,thought
No one would love me.,thought
I'm meant to be alone.,thought
I have to replace my existing car.,thought
It would be a higher monthly payment.,thought
We wouldn't be able to keep up with it.,thought
We would have to file bankruptcy.,thought
We would lose the car,thought
I wouldn't be able to take the kids out.,thought
They couldn't get to the doctor,thought
They would get really sick.,thought
They would have to go to the hospital.,thought
We would have to pay more in medical bills.,thought
We would be in debt.,thought
We would have to take out a second mortgage.,thought
I'm glad my boss is on top of things.,thought
I'm always putting my family aside for other things.,thought
I'd weaken the connects between my family members and I.,thought
I'd completely fall out of contact with them.,thought
I'm never going to find a job.,thought
I'd fall behind on my bills.,thought
I may lose my home.,thought
I'd lose the ability to interact with my friends and family.,thought
"The letter isn't wrong, we haven't been working out.",thought
We've both wasted one another's time on a fruitless relationship.,thought
We could have used this time to find people we did click with.,thought
"He always has to be right, even if he's wrong.",thought
Even when I'm right he tries to deny it.,thought
My part of the friendship falls on deaf ears.,thought
I'm not appreciated by him.,thought
My friend not wanting to hang out with me,thought
I would feel bad due to the fact that my only friend is isolating me,thought
Gaining weight,thought
My self esteem would be low and i would feel like  failure,thought
I would feel isolated and not cared for,thought
Being fired,thought
Being assumed like i am not there,thought
I would feel bad due to the fact that parties re all about enjoying and mingling.And this situation would make me feel unwanted.,thought
Being left with the only man i loved,thought
The thought of never seeing my fiancee again and this would mean that i have to go on without him hence make me strong,thought
I'm incompetent when it comes to writing.,thought
I don't have the skills needed to write the essay.,thought
Maybe I shouldn't be taking the class.,thought
Maybe I'm not cut out for college.,thought
I'm not being a good family member.,thought
Others in my family might think less of me.,thought
I might be loved less or not at all by my family.,thought
I'm not good enough to get hired by anyone.,thought
I could never get a job.,thought
I'd never be able to support myself.,thought
I'd be a failure.,thought
I'm being disrespected by not talking to me directly.,thought
I deserve to have someone talk to me instead of hiding behind a note.,thought
I would be angry about being blown off.,thought
My friend is ignoring his recently-deceased wife.,thought
That I feel like I couldn't trust his relationships.,thought
The worst would be that he easily discards all his relationships.,thought
I feel vulnerable since friendships wouldn't be as permanent as I thought.,thought
I feel insecure.,thought
I look lazy,thought
My job could be at stake,thought
I will lose my income,thought
I will be homeless,thought
I am not good enough,thought
It means that I have failed in life,thought
It would mean that my life would have been wasted,thought
I am boring,thought
People do not want to be around me,thought
I am will have to pay for this,thought
I will lose money and be on a tight budget now,thought
I am not memorable,thought
I do not have anything unique about me ,thought
He must think I'm slacking.,thought
It would reduce my chances of receiving recognition.,thought
I would not be getting the credit I'm due.,thought
I could have had a nice job there.,thought
It would mean that I missed a good opportunity.,thought
I would still be struggling for money.,thought
I wouldn't be able to pay for what I need.,thought
It would reduce me to poverty.,thought
I would feel like a failure.,thought
I'm no good for her.,thought
It would make me a failure in marriage.,thought
I cannot love properly.,thought
That I can't form meaningful relationships.,thought
I'll be lonely forever.,thought
I will have no one to share beauty with.,thought
He's a massive jerk.,thought
It would mean that our acquaintance is put on hold.,thought
I would have lost a friend.,thought
